DB_NAME,DB_MARKET,NAME,DESC,MARKET
LJAQU,O,없음,없음,없음,
TUEM,O,없음,없음,없음,
PCSB,O,없음,없음,없음,
CORZ,O,없음,없음,없음,
HMLP_pa,K,없음,없음,없음,
QTNT,O,없음,없음,없음,
GLBLU,O,없음,없음,없음,
GLBL,O,없음,없음,없음,
EGLE,O,EGLE,이글 벌크 쉬핑,뉴욕 거래소,
OYST,O,없음,없음,없음,
GE_w,없음,없음,없음,없음,
GEHCV,O,없음,없음,없음,
DNAY,O,없음,없음,없음,
MPAC,O,없음,없음,없음,
SPNE,O,없음,없음,없음,
MPACU,O,없음,없음,없음,
MPACR,O,없음,없음,없음,
RIGZ,K,없음,없음,없음,
POSH,O,없음,없음,없음,
DRAY,O,없음,없음,없음,
FLRU,K,없음,없음,없음,
DRAYU,O,없음,없음,없음,
PKBO,O,없음,없음,없음,
CCNC,O,없음,없음,없음,
MTBC,O,없음,없음,없음,
MTBCP,O,없음,없음,없음,
PQIN,K,없음,없음,없음,
MTBCO,O,없음,없음,없음,
SMFR,O,없음,없음,없음,
IGAC,O,없음,없음,없음,
IGACU,O,없음,없음,없음,
RSF_r_w,없음,없음,없음,없음,
STAB,O,SLNG,Stabilis Solutions Inc,나스닥 증권거래소,
AERC,O,AER,AerCap Holdings NV,뉴욕 거래소,
IMGO,O,없음,없음,없음,
EKAR,K,없음,없음,없음,
POW,O,POW,페트로베트남 전력공사,호치민 거래소,
EPHY,O,없음,없음,없음,
RSXJ,K,없음,없음,없음,
EPHYU,O,없음,없음,없음,
RSX,없음,없음,없음,없음,
PACXU,O,없음,없음,없음,
PACX,O,없음,없음,없음,
POWRU,O,없음,없음,없음,
USER,K,User Local Inc,3984,도쿄 거래소,
PFXNL,O,없음,없음,없음,
FCAX_u,K,없음,없음,없음,
FOMO,K,없음,없음,없음,
FNI,없음,없음,없음,없음,
FINM,O,없음,없음,없음,
FINMU,O,없음,없음,없음,
DLCAU,O,없음,없음,없음,
RVAC,O,없음,없음,없음,
DLCA,O,DLC Asia Ltd,08210,홍콩 거래소,
REVBU,O,없음,없음,없음,
JEF_w,없음,없음,없음,없음,
IUSA,K,없음,없음,없음,
FCAX,K,없음,없음,없음,
PSB_px,없음,없음,없음,없음,
IDRA,O,없음,없음,없음,
BTCR,K,없음,없음,없음,
AUB,O,AUB,아틀란틱 유니온 뱅크셰어스,뉴욕 거래소,
AUBAP,O,AUBAP,애틀랜틱 유니온 뱅크셰어스 우선주 시리즈 A 6.875%,나스닥 증권거래소,
VLNS,O,없음,없음,없음,
PSB_pz,없음,없음,없음,없음,
PSB_py,없음,없음,없음,없음,
PRTY,K,없음,없음,없음,
VIVE,O,VHAQ,Viveon Health Acquisition Corp,아멕스 증권거래소,
TCDA,O,없음,없음,없음,
GPCO,O,없음,없음,없음,
AEAC,O,없음,없음,없음,
AEACU,O,없음,없음,없음,
VGFC,O,없음,없음,없음,
HDIV,K,없음,없음,없음,
TZPSU,O,없음,없음,없음,
DSPC,O,없음,없음,없음,
TZPS,O,없음,없음,없음,
CIXX,K,없음,없음,없음,
MMX,없음,없음,없음,없음,
AVEO,O,없음,없음,없음,
AVCT,O,없음,없음,없음,
AYLA,O,없음,없음,없음,
RKLY,K,없음,없음,없음,
BNFT,O,없음,없음,없음,
SFET,O,없음,없음,없음,
JCIC,O,없음,없음,없음,
APXH,K,없음,없음,없음,
THAC,O,THAC,쓰라이브 애퀴지션,나스닥 증권거래소,
THACU,O,THACU,Thrive Acquisition Units,나스닥 증권거래소,
GIACU,O,GIACU,Gesher I Acquisition Units,나스닥 증권거래소,
GIAC,O,GIACU,Gesher I Acquisition Units,나스닥 증권거래소,
BCOR,O,없음,없음,없음,
NAACU,O,없음,없음,없음,
MEAC,O,없음,없음,없음,
NAAC,O,없음,없음,없음,
MEACU,O,없음,없음,없음,
RSF_r,없음,없음,없음,없음,
SVFA,O,없음,없음,없음,
SVFAU,O,없음,없음,없음,
HSAQ,O,없음,없음,없음,
FOXWU,O,없음,없음,없음,
RYSE,K,RYSE,Cboe Vest 10 Year Interest Rate Hedge ETF,아멕스 증권거래소,
FOXW,O,없음,없음,없음,
DNZ,없음,없음,없음,없음,
CMCTP,O,없음,없음,없음,
DNZ_u,없음,없음,없음,없음,
EXN,없음,없음,없음,없음,
JAGG,K,없음,없음,없음,
HYLV,K,없음,없음,없음,
PRBM_u,K,없음,없음,없음,
CPARU,O,없음,없음,없음,
MCRO,K,없음,없음,없음,
VIVO,O,VVOS,Vivos Therapeutics Inc,나스닥 증권거래소,
QMN,없음,없음,없음,없음,
PFHD,O,없음,없음,없음,
TWND_u,K,없음,없음,없음,
PRBM,K,없음,없음,없음,
QLS,없음,없음,없음,없음,
CPAR,O,없음,없음,없음,
JIGB,K,없음,없음,없음,
ELAT,K,Elate Holdings Ltd,00076,홍콩 거래소,
APN_u,없음,없음,없음,없음,
QED,없음,없음,없음,없음,
TWND,K,없음,없음,없음,
APN,없음,없음,없음,없음,
MFGP,K,없음,없음,없음,
JPHY,K,없음,없음,없음,
ASAP,O,없음,없음,없음,
KLCD,K,없음,없음,없음,
TTM,없음,TTMI,TTM 테크놀로지스,나스닥 증권거래소,
DTRTU,O,없음,없음,없음,
DTRT,O,없음,없음,없음,
KSCD,K,없음,없음,없음,
KNBE,O,없음,없음,없음,
SJI,없음,SJIM,Inverse Cramer Tracker ETF,아멕스 증권거래소,
SCMA,O,없음,없음,없음,
BIOTU,O,없음,없음,없음,
MIT_u,없음,없음,없음,없음,
BIOT,O,바이오패스포트,BIOT,빗썸,
ARCK,O,없음,없음,없음,
SCMAU,O,없음,없음,없음,
AHPI,O,없음,없음,없음,
ARCKU,O,없음,없음,없음,
MIT,없음,MIT,038340,코스닥,
CEA,없음,CEAD,CEA 인더스트리스,나스닥 증권거래소,
ZNH,없음,없음,없음,없음,
CNNB,O,없음,없음,없음,
STOR,K,Storage-Oh Co Ltd,2997,도쿄 거래소,
HYRE,O,없음,없음,없음,
PONOU,O,없음,없음,없음,
BFRG,O,BFRG,불프로그 AI 홀딩스,나스닥 증권거래소,
HZN,없음,HZNP,호라이즌 테라퓨틱스,나스닥 증권거래소,
MTCR,O,없음,없음,없음,
GSQD,K,없음,없음,없음,
GSQD_u,K,없음,없음,없음,
QUMU,O,없음,없음,없음,
ADRA_u,K,없음,없음,없음,
SCOB,O,없음,없음,없음,
SCOBU,O,없음,없음,없음,
ADRA,K,없음,없음,없음,
FUE,없음,FCEL,Fuelcell Energy Inc,나스닥 증권거래소,
PFDRU,O,없음,없음,없음,
IPAXU,O,없음,없음,없음,
GRU,없음,ASR,Grupo Aeroportuario del Sureste SAB de CV ADR,뉴욕 거래소,
UBCB,K,없음,없음,없음,
FFBW,O,없음,없음,없음,
VLDR,O,없음,없음,없음,
WQGA,K,없음,없음,없음,
WQGA_u,K,없음,없음,없음,
IPAX,O,없음,없음,없음,
FEMA,O,FEMY,Femasys Inc,나스닥 증권거래소,
AEHAU,O,없음,없음,없음,
AEHA,O,없음,없음,없음,
CTAQU,O,없음,없음,없음,
CTAQ,O,없음,없음,없음,
ITQ,O,ITQ,티엔꽝그룹,하노이 거래소,
ITQRU,O,없음,없음,없음,
CENQU,O,없음,없음,없음,
ACDI_u,K,없음,없음,없음,
LGTOU,O,없음,없음,없음,
LGTO,O,없음,없음,없음,
SODR,O,없음,없음,없음,
KIO_r,없음,없음,없음,없음,
AVYA,K,없음,없음,없음,
REED,O,없음,없음,없음,
ACDI,K,없음,없음,없음,
PTNR,O,없음,없음,없음,
CENQ,O,없음,없음,없음,
FNTC,K,없음,없음,없음,
TYNE,K,없음,없음,없음,
MCAER,O,없음,없음,없음,
DOZR,K,없음,없음,없음,
USI,없음,USIO,Usio Inc,나스닥 증권거래소,
MSAC,O,없음,없음,없음,
CHAD,K,없음,없음,없음,
NVSAU,O,없음,없음,없음,
LGAC,O,없음,없음,없음,
LGACU,O,없음,없음,없음,
SDGS,K,없음,없음,없음,
NVSA,O,없음,없음,없음,
WEBR,K,없음,없음,없음,
SRNE,O,없음,없음,없음,
ONEM,O,OMF,OneMain Holdings Inc,뉴욕 거래소,
PAYA,O,없음,없음,없음,
IIVIP,O,없음,없음,없음,
LHCG,O,없음,없음,없음,
IMRA,O,없음,없음,없음,
FTAAU,O,없음,없음,없음,
FTAA,O,없음,없음,없음,
CPAQU,O,없음,없음,없음,
CPAQ,O,없음,없음,없음,
CINC,O,CINC,4378,도쿄 거래소,
NYX,O,NYXH,Nyxoah SA,나스닥 증권거래소,
DCRDU,O,없음,없음,없음,
ANAC,K,Anacle Systems Ltd,08353,홍콩 거래소,
SDGA,K,없음,없음,없음,
RFP,없음,RF PR B,리전스 파이낸셜 우선주 시리즈 B,뉴욕 거래소,
RNERU,O,없음,없음,없음,
NEE_pp,없음,없음,없음,없음,
PICC_u,K,없음,없음,없음,
RNER,O,없음,없음,없음,
COUP,O,CPNG,Coupang Inc,뉴욕 거래소,
ACWF,K,없음,없음,없음,
TPBA,O,없음,없음,없음,
TPBAU,O,없음,없음,없음,
KMPH,O,없음,없음,없음,
ELVT,K,없음,없음,없음,
PICC,K,PICC Property and Casualty Co Ltd Class H,02328,홍콩 거래소,
ABGI,O,없음,없음,없음,
NFTZ,K,없음,없음,없음,
IRL,없음,없음,없음,없음,
CYRN,O,없음,없음,없음,
ALBO,O,없음,없음,없음,
SJIV,K,없음,없음,없음,
EBACU,O,없음,없음,없음,
OPNT,O,없음,없음,없음,
EBAC,O,없음,없음,없음,
SJIJ,K,없음,없음,없음,
SLND,O,SLND,사우스랜드 홀딩스,아멕스 증권거래소,
IBER_u,K,없음,없음,없음,
IBER,K,없음,없음,없음,
UMPQ,O,없음,없음,없음,
COWN,O,없음,없음,없음,
COWNL,O,없음,없음,없음,
HPX_u,없음,없음,없음,없음,
FTEV,K,없음,없음,없음,
MLAI,O,없음,없음,없음,
MLAIU,O,없음,없음,없음,
DGL,없음,DGLY,디지털 앨리,나스닥 증권거래소,
DBS,없음,없음,없음,없음,
LHDX,O,없음,없음,없음,
FTEV_u,K,없음,없음,없음,
OIIM,O,없음,없음,없음,
DBV,없음,DBVT,DBV 테크놀로지스 ADR,나스닥 증권거래소,
LOKM,K,없음,없음,없음,
LOKM_u,K,없음,없음,없음,
CNCE,O,없음,없음,없음,
GNTY,O,GNTY,개런티 뱅크셰어스,뉴욕 거래소,
RUBY,O,없음,없음,없음,
GET,O,GETR,Getaround Inc,뉴욕 거래소,
CAJ,없음,없음,없음,없음,
FRSG,O,없음,없음,없음,
CTRMV,O,없음,없음,없음,
TOROV,O,없음,없음,없음,
SESN,O,없음,없음,없음,
HERAU,O,없음,없음,없음,
FRSGU,O,없음,없음,없음,
HERA,O,Herald Holdings Ltd,00114,홍콩 거래소,
LION,O,LEV,Lion Electric Co,뉴욕 거래소,
LIONU,O,없음,없음,없음,
SRAX,O,없음,없음,없음,
WPCB,K,없음,없음,없음,
ESM,없음,ESMT,인게이지스마트,뉴욕 거래소,
ESM_u,없음,없음,없음,없음,
FCRD,O,없음,없음,없음,
FSTX,O,없음,없음,없음,
WPCA_u,K,없음,없음,없음,
WPCA,K,WPC,WP Carey Inc,뉴욕 거래소,
WPCB_u,K,없음,없음,없음,
SVFB,O,없음,없음,없음,
TMDI,O,없음,없음,없음,
DDF,없음,없음,없음,없음,
MYOV,K,없음,없음,없음,
PTOC,O,없음,없음,없음,
CLAA_u,K,없음,없음,없음,
HORIU,O,없음,없음,없음,
MGU,없음,없음,없음,없음,
AGGRU,O,없음,없음,없음,
AGGR,O,없음,없음,없음,
DEX,없음,DXCM,Dexcom Inc,나스닥 증권거래소,
BACA_u,K,없음,없음,없음,
PDOT_u,K,없음,없음,없음,
IVH,없음,없음,없음,없음,
CLAA,K,없음,없음,없음,
ACQR,O,없음,없음,없음,
PDOT,K,없음,없음,없음,
PTOCU,O,없음,없음,없음,
ACQRU,O,없음,없음,없음,
HORI,O,HBNC,Horizon Bancorp Inc,나스닥 증권거래소,
VVNT,K,없음,없음,없음,
IGR_r_w,없음,없음,없음,없음,
TBSAU,O,없음,없음,없음,
TBSA,O,없음,없음,없음,
HAPP,O,Happiness and D Co Ltd,3174,도쿄 거래소,
PME,O,PMEC,Primech Holdings Ltd,나스닥 증권거래소,
LEGA,O,LEGH,Legacy Housing Corp,나스닥 증권거래소,
GFLU,K,없음,없음,없음,
LEGAU,O,없음,없음,없음,
INPXV,O,없음,없음,없음,
ENAV,K,없음,없음,없음,
KINZ,O,없음,없음,없음,
QTEK,O,없음,없음,없음,
CXAIV,O,없음,없음,없음,
SMIHU,O,없음,없음,없음,
BGSX_u,K,없음,없음,없음,
KSI,O,없음,없음,없음,
BGSX,K,없음,없음,없음,
SMIH,O,없음,없음,없음,
AMAM,K,AMAM,앰브랙스 바이오파마 ADR,나스닥 증권거래소,
KSICU,O,없음,없음,없음,
FTPAU,O,없음,없음,없음,
AMOV,K,없음,없음,없음,
GWII,O,없음,없음,없음,
FTPA,O,없음,없음,없음,
FRONU,O,없음,없음,없음,
ZGEN,O,없음,없음,없음,
GXIIU,O,없음,없음,없음,
AAWW,O,없음,없음,없음,
JATT,K,없음,없음,없음,
JATT_u,K,없음,없음,없음,
LYLT,O,없음,없음,없음,
ALR,O,ALRM,알람닷컴 홀딩스,나스닥 증권거래소,
GRAY,O,GTN,Gray Television Inc,뉴욕 거래소,
GXII,O,없음,없음,없음,
VPCB,O,없음,없음,없음,
VPCBU,O,없음,없음,없음,
IAA,없음,없음,없음,없음,
ZEST,O,없음,없음,없음,
BLI,O,BLNK,Blink Charging Co,나스닥 증권거래소,
ISO,O,iSoftStone Information Technology Group Co Ltd Class A,301236,심천(선강퉁) 증권거래소,
LPI,없음,없음,없음,없음,
CIAN,K,없음,없음,없음,
INKA,O,없음,없음,없음,
DGNU,O,없음,없음,없음,
INKAU,O,없음,없음,없음,
LVRA,O,없음,없음,없음,
LVRAU,O,없음,없음,없음,
LDHA,O,없음,없음,없음,
LDHAU,O,없음,없음,없음,
OBSV,O,없음,없음,없음,
SIOX,O,없음,없음,없음,
NGC,없음,천연가스,NGcv1,에너지,
CRZN,O,없음,없음,없음,
SPKB,O,없음,없음,없음,
NID,없음,Nidec Corp,6594,도쿄 거래소,
STRE_u,K,없음,없음,없음,
STRE,K,STRM,Streamline Health Solutions Inc,나스닥 증권거래소,
RKTA,K,없음,없음,없음,
RKTA_u,K,없음,없음,없음,
CRZNU,O,없음,없음,없음,
SPKBU,O,없음,없음,없음,
EVOP,O,없음,없음,없음,
NGC_u,없음,없음,없음,없음,
SBNYP,O,없음,없음,없음,
IMAC,O,BACK,IMAC 홀딩스,나스닥 증권거래소,
CHAA_u,K,없음,없음,없음,
AIMC,O,없음,없음,없음,
PSYK,K,없음,없음,없음,
SIVB,O,없음,없음,없음,
SIVBP,O,없음,없음,없음,
ATCO,K,ATCOL,Atlas 7.125% Notes due 2027,나스닥 증권거래소,
TETC,O,없음,없음,없음,
TETCU,O,없음,없음,없음,
PHCF,O,없음,없음,없음,
GRCY,O,없음,없음,없음,
GRCYU,O,없음,없음,없음,
DISTU,O,없음,없음,없음,
JMACU,O,없음,없음,없음,
SGFY,K,없음,없음,없음,
MSDA,O,없음,없음,없음,
ANAC_u,K,없음,없음,없음,
MSDAU,O,없음,없음,없음,
IBCE,K,없음,없음,없음,
IBDD,K,없음,없음,없음,
ISEM,O,없음,없음,없음,
ISDX,O,없음,없음,없음,
IUSS,O,없음,없음,없음,
IVSG,K,없음,없음,없음,
IVLC,K,없음,없음,없음,
ADRE,O,없음,없음,없음,
IIGV,K,없음,없음,없음,
USEQ,K,없음,없음,없음,
AQGX,K,없음,없음,없음,
AHHX,K,없음,없음,없음,
BSCE,O,없음,없음,없음,
STAR_pi,K,없음,없음,없음,
STAR_pg,K,없음,없음,없음,
STAR_pd,K,없음,없음,없음,
SAFE_w,K,없음,없음,없음,
EWSC,K,SSP,E W Scripps Co,나스닥 증권거래소,
BSDE,O,없음,없음,없음,
IDLB,O,없음,없음,없음,
USLB,O,없음,없음,없음,
DCT,O,DCTH,델캐스 시스템즈,나스닥 증권거래소,
DWEQ,O,없음,없음,없음,
VLTA,K,없음,없음,없음,
IVDG,K,없음,없음,없음,
DHHCU,O,없음,없음,없음,
HOLD,K,없음,없음,없음,
AUY,없음,없음,없음,없음,
RAMMU,O,없음,없음,없음,
RJF_pa,없음,없음,없음,없음,
AGFS,O,없음,없음,없음,
RAM,O,METC,Ramaco Resources Inc Class A,나스닥 증권거래소,
CXT_w,없음,없음,없음,없음,
PLM_r,없음,없음,없음,없음,
IDHD,K,없음,없음,없음,
HYT_r_w,없음,없음,없음,없음,
HYT_r,없음,없음,없음,없음,
PLM_r_w,없음,없음,없음,없음,
APEN,O,없음,없음,없음,
QTT,O,없음,없음,없음,
IGR_r,없음,없음,없음,없음,
DMYS,K,DMYY,DMY Squared Technology Group Inc,아멕스 증권거래소,
DMYS_u,K,없음,없음,없음,
GIA,없음,GIA,긱캐피탈5,나스닥 증권거래소,
REVE,O,RCAC,Revelstone Capital Acquisition Corp,나스닥 증권거래소,
KVSC,O,없음,없음,없음,
REVEU,O,없음,없음,없음,
GLS,없음,GLSI,그리니치 라이프사이언스,나스닥 증권거래소,
GIA_u,없음,없음,없음,없음,
REMG,K,REM Group (Holdings) Ltd,01750,홍콩 거래소,
RBND,K,없음,없음,없음,
RDMX,K,없음,없음,없음,
NVCN,O,없음,없음,없음,
AMYT,O,없음,없음,없음,
GEEX,O,없음,없음,없음,
GEEXU,O,없음,없음,없음,
TCVA,O,없음,없음,없음,
BSGAR,O,없음,없음,없음,
BSGAU,O,없음,없음,없음,
VORB,O,VOR,Vor Biopharma Inc,나스닥 증권거래소,
PLXP,O,없음,없음,없음,
ENBA,K,없음,없음,없음,
NKG,없음,NKG,남킴철강,호치민 거래소,
DHR_pb,없음,없음,없음,없음,
NUO,없음,Nuode New Materials Co Ltd Class A,600110,상해(후강퉁) 증권거래소,
AWYX,K,없음,없음,없음,
EXD,없음,없음,없음,없음,
YTPG,K,없음,없음,없음,
ALL_pg,없음,없음,없음,없음,
DTEA,O,없음,없음,없음,
KAL,O,KALA,KALA BIO Inc,나스닥 증권거래소,
CIH,O,없음,없음,없음,
PAAS,O,PAAS,팬 아메리카 실버,뉴욕 거래소,
PANA,O,PAAS,Pan American Silver Corp,뉴욕 거래소,
PEAR,O,PRLH,Pearl Holdings Acquisition Corp,나스닥 증권거래소,
LCI,없음,LCII,LCI 인더스트리스,뉴욕 거래소,
ATCX,O,없음,없음,없음,
LCIN,PK,없음,없음,없음,
SPHR_w,K,없음,없음,없음,
CSH,없음,CSHI,NEOS Enhanced Income Cash Alternative ETF,아멕스 증권거래소,
TWNI_u,K,없음,없음,없음,
TWNI,K,TWNI,테일윈드 인터내셔널 애퀴지션,뉴욕 거래소,
SJR,없음,SJR,쇼 커뮤니케이션스,뉴욕 거래소,
CHRA,K,CHRA,샤라 솔루션스,뉴욕 거래소,
CHRB,K,CHRB,샤라 솔루션스 선순위 채권 8.500% 만기 2026년,뉴욕 거래소,
BOXD,K,BOXD,박스트,뉴욕 거래소,
CALC,O,CALC,캘시메디카,나스닥 증권거래소,
ASPU,O,ASPU,애스펀 그룹,나스닥 증권거래소,
TIOA,O,없음,없음,없음,
ONG,없음,온톨로지 가스,ONG,업비트,
TIG,O,TIG,탕롱투자그룹,하노이 거래소,
SWAR,K,없음,없음,없음,
TIOAU,O,없음,없음,없음,
BRKY,K,없음,없음,없음,
EVEN,K,EB,Eventbrite Inc,뉴욕 거래소,
MNM,없음,MNMD,마인드 메디슨,나스닥 증권거래소,
TIPD,K,없음,없음,없음,
TIPL,K,없음,없음,없음,
MSGR,K,MS Group Holdings Ltd,01451,홍콩 거래소,
DTLA_p,K,없음,없음,없음,
PANA,K,PAAS,Pan American Silver Corp,뉴욕 거래소,
PANA_u,K,없음,없음,없음,
BMAQU,O,없음,없음,없음,
IPVIU,O,없음,없음,없음,
BMAQR,O,없음,없음,없음,
BMAQ,O,없음,없음,없음,
